DATAFLOW,COUNTRY,INDICATOR,DATA_TRANSFORMATION,FREQUENCY,TIME_PERIOD,OBS_VALUE,SCALE,PRECISION,DECIMAL_DISPLAYED,CURRENCY,COMMODITY_CF,PCPS_RY,INDEX_TYPE,PRICES,EXRATE,TRANSFORMATION,DERIVATION_TYPE,OVERLAP,DOI,FULL_DESCRIPTION,AUTHOR,PUBLISHER,DEPARTMENT,CONTACT_POINT,TOPIC,TOPIC_DATASET,KEYWORDS,KEYWORDS_DATASET,LANGUAGE,PUBLICATION_DATE,UPDATE_DATE,METHODOLOGY,METHODOLOGY_NOTES,ACCESS_SHARING_LEVEL,ACCESS_SHARING_NOTES,SECURITY_CLASSIFICATION,SOURCE,SHORT_SOURCE_CITATION,FULL_SOURCE_CITATION,LICENSE,SUGGESTED_CITATION,KEY_INDICATOR,SERIES_NAME
IMF.RES:PCPS(9.0.0),G001,PCOAL,INDEX,M,,414.446590802649,0,,,,,,,,,,R,,,"PCPS database includes 70+ commodities prices and indices covering energy, agriculture, and metals, with data available in annual, quarterly, and monthly frequencies dating back to the 1990s. Benchmark prices are sourced from various high-frequency channels and then converted to monthly averages from weekly or daily values (see technical documentation). Quarterly and annual frequencies are derived from these monthly averages. Aggregate price indices represent weighted averages of selected commodity price indices, derived from identified benchmark prices that reflect the global market. The weighting is determined based on global import shares (UNComTrade) over a three-year period (2014-2016) and normalized to 100 at 2016 price levels. All benchmark prices are denominated in USD.",,IMF,RES,datahelp@imf.org,,Q02,,"Commodities,Prices",EN,2026-04-06T22:23:09.980682300Z,2026-04-06T22:23:10.030322900Z,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",PUBLIC_OPEN,,PUB,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. Primary Commodity Price System (PCPS),  https://data.imf.org/en/datasets//IMF.RES:PCPS. Accessed on [current date].",,
IMF.RES:PCPS(9.0.0),G001,PCOAL,INDEX,M,,283.7844021645458,0,,,,,,,,,,R,,,"PCPS database includes 70+ commodities prices and indices covering energy, agriculture, and metals, with data available in annual, quarterly, and monthly frequencies dating back to the 1990s. Benchmark prices are sourced from various high-frequency channels and then converted to monthly averages from weekly or daily values (see technical documentation). Quarterly and annual frequencies are derived from these monthly averages. Aggregate price indices represent weighted averages of selected commodity price indices, derived from identified benchmark prices that reflect the global market. The weighting is determined based on global import shares (UNComTrade) over a three-year period (2014-2016) and normalized to 100 at 2016 price levels. All benchmark prices are denominated in USD.",,IMF,RES,datahelp@imf.org,,Q02,,"Commodities,Prices",EN,2026-04-06T22:23:09.980682300Z,2026-04-06T22:23:10.030322900Z,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",PUBLIC_OPEN,,PUB,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. Primary Commodity Price System (PCPS),  https://data.imf.org/en/datasets//IMF.RES:PCPS. Accessed on [current date].",,
IMF.RES:PCPS(9.0.0),G001,PCOAL,INDEX,M,,242.6930868148391,0,,,,,,,,,,R,,,"PCPS database includes 70+ commodities prices and indices covering energy, agriculture, and metals, with data available in annual, quarterly, and monthly frequencies dating back to the 1990s. Benchmark prices are sourced from various high-frequency channels and then converted to monthly averages from weekly or daily values (see technical documentation). Quarterly and annual frequencies are derived from these monthly averages. Aggregate price indices represent weighted averages of selected commodity price indices, derived from identified benchmark prices that reflect the global market. The weighting is determined based on global import shares (UNComTrade) over a three-year period (2014-2016) and normalized to 100 at 2016 price levels. All benchmark prices are denominated in USD.",,IMF,RES,datahelp@imf.org,,Q02,,"Commodities,Prices",EN,2026-04-06T22:23:09.980682300Z,2026-04-06T22:23:10.030322900Z,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",PUBLIC_OPEN,,PUB,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. Primary Commodity Price System (PCPS),  https://data.imf.org/en/datasets//IMF.RES:PCPS. Accessed on [current date].",,
IMF.RES:PCPS(9.0.0),G001,PCOAL,INDEX,M,,242.1982279950972,0,,,,,,,,,,R,,,"PCPS database includes 70+ commodities prices and indices covering energy, agriculture, and metals, with data available in annual, quarterly, and monthly frequencies dating back to the 1990s. Benchmark prices are sourced from various high-frequency channels and then converted to monthly averages from weekly or daily values (see technical documentation). Quarterly and annual frequencies are derived from these monthly averages. Aggregate price indices represent weighted averages of selected commodity price indices, derived from identified benchmark prices that reflect the global market. The weighting is determined based on global import shares (UNComTrade) over a three-year period (2014-2016) and normalized to 100 at 2016 price levels. All benchmark prices are denominated in USD.",,IMF,RES,datahelp@imf.org,,Q02,,"Commodities,Prices",EN,2026-04-06T22:23:09.980682300Z,2026-04-06T22:23:10.030322900Z,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",PUBLIC_OPEN,,PUB,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. Primary Commodity Price System (PCPS),  https://data.imf.org/en/datasets//IMF.RES:PCPS. Accessed on [current date].",,
IMF.RES:PCPS(9.0.0),G001,PCOAL,INDEX,M,,212.3977522021724,0,,,,,,,,,,R,,,"PCPS database includes 70+ commodities prices and indices covering energy, agriculture, and metals, with data available in annual, quarterly, and monthly frequencies dating back to the 1990s. Benchmark prices are sourced from various high-frequency channels and then converted to monthly averages from weekly or daily values (see technical documentation). Quarterly and annual frequencies are derived from these monthly averages. Aggregate price indices represent weighted averages of selected commodity price indices, derived from identified benchmark prices that reflect the global market. The weighting is determined based on global import shares (UNComTrade) over a three-year period (2014-2016) and normalized to 100 at 2016 price levels. All benchmark prices are denominated in USD.",,IMF,RES,datahelp@imf.org,,Q02,,"Commodities,Prices",EN,2026-04-06T22:23:09.980682300Z,2026-04-06T22:23:10.030322900Z,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",PUBLIC_OPEN,,PUB,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. Primary Commodity Price System (PCPS),  https://data.imf.org/en/datasets//IMF.RES:PCPS. Accessed on [current date].",,
IMF.RES:PCPS(9.0.0),G001,PCOAL,INDEX,M,,176.4611447542759,0,,,,,,,,,,R,,,"PCPS database includes 70+ commodities prices and indices covering energy, agriculture, and metals, with data available in annual, quarterly, and monthly frequencies dating back to the 1990s. Benchmark prices are sourced from various high-frequency channels and then converted to monthly averages from weekly or daily values (see technical documentation). Quarterly and annual frequencies are derived from these monthly averages. Aggregate price indices represent weighted averages of selected commodity price indices, derived from identified benchmark prices that reflect the global market. The weighting is determined based on global import shares (UNComTrade) over a three-year period (2014-2016) and normalized to 100 at 2016 price levels. All benchmark prices are denominated in USD.",,IMF,RES,datahelp@imf.org,,Q02,,"Commodities,Prices",EN,2026-04-06T22:23:09.980682300Z,2026-04-06T22:23:10.030322900Z,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",PUBLIC_OPEN,,PUB,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. Primary Commodity Price System (PCPS),  https://data.imf.org/en/datasets//IMF.RES:PCPS. Accessed on [current date].",,
IMF.RES:PCPS(9.0.0),G001,PCOAL,INDEX,M,,173.8260782539366,0,,,,,,,,,,R,,,"PCPS database includes 70+ commodities prices and indices covering energy, agriculture, and metals, with data available in annual, quarterly, and monthly frequencies dating back to the 1990s. Benchmark prices are sourced from various high-frequency channels and then converted to monthly averages from weekly or daily values (see technical documentation). Quarterly and annual frequencies are derived from these monthly averages. Aggregate price indices represent weighted averages of selected commodity price indices, derived from identified benchmark prices that reflect the global market. The weighting is determined based on global import shares (UNComTrade) over a three-year period (2014-2016) and normalized to 100 at 2016 price levels. All benchmark prices are denominated in USD.",,IMF,RES,datahelp@imf.org,,Q02,,"Commodities,Prices",EN,2026-04-06T22:23:09.980682300Z,2026-04-06T22:23:10.030322900Z,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",PUBLIC_OPEN,,PUB,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. Primary Commodity Price System (PCPS),  https://data.imf.org/en/datasets//IMF.RES:PCPS. Accessed on [current date].",,
IMF.RES:PCPS(9.0.0),G001,PCOAL,INDEX,M,,197.2295687487673,0,,,,,,,,,,R,,,"PCPS database includes 70+ commodities prices and indices covering energy, agriculture, and metals, with data available in annual, quarterly, and monthly frequencies dating back to the 1990s. Benchmark prices are sourced from various high-frequency channels and then converted to monthly averages from weekly or daily values (see technical documentation). Quarterly and annual frequencies are derived from these monthly averages. Aggregate price indices represent weighted averages of selected commodity price indices, derived from identified benchmark prices that reflect the global market. The weighting is determined based on global import shares (UNComTrade) over a three-year period (2014-2016) and normalized to 100 at 2016 price levels. All benchmark prices are denominated in USD.",,IMF,RES,datahelp@imf.org,,Q02,,"Commodities,Prices",EN,2026-04-06T22:23:09.980682300Z,2026-04-06T22:23:10.030322900Z,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",PUBLIC_OPEN,,PUB,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. Primary Commodity Price System (PCPS),  https://data.imf.org/en/datasets//IMF.RES:PCPS. Accessed on [current date].",,
IMF.RES:PCPS(9.0.0),G001,PCOAL,INDEX,M,,217.2381034179002,0,,,,,,,,,,R,,,"PCPS database includes 70+ commodities prices and indices covering energy, agriculture, and metals, with data available in annual, quarterly, and monthly frequencies dating back to the 1990s. Benchmark prices are sourced from various high-frequency channels and then converted to monthly averages from weekly or daily values (see technical documentation). Quarterly and annual frequencies are derived from these monthly averages. Aggregate price indices represent weighted averages of selected commodity price indices, derived from identified benchmark prices that reflect the global market. The weighting is determined based on global import shares (UNComTrade) over a three-year period (2014-2016) and normalized to 100 at 2016 price levels. All benchmark prices are denominated in USD.",,IMF,RES,datahelp@imf.org,,Q02,,"Commodities,Prices",EN,2026-04-06T22:23:09.980682300Z,2026-04-06T22:23:10.030322900Z,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",PUBLIC_OPEN,,PUB,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. Primary Commodity Price System (PCPS),  https://data.imf.org/en/datasets//IMF.RES:PCPS. Accessed on [current date].",,
IMF.RES:PCPS(9.0.0),G001,PCOAL,INDEX,M,,208.0328023751995,0,,,,,,,,,,R,,,"PCPS database includes 70+ commodities prices and indices covering energy, agriculture, and metals, with data available in annual, quarterly, and monthly frequencies dating back to the 1990s. Benchmark prices are sourced from various high-frequency channels and then converted to monthly averages from weekly or daily values (see technical documentation). Quarterly and annual frequencies are derived from these monthly averages. Aggregate price indices represent weighted averages of selected commodity price indices, derived from identified benchmark prices that reflect the global market. The weighting is determined based on global import shares (UNComTrade) over a three-year period (2014-2016) and normalized to 100 at 2016 price levels. All benchmark prices are denominated in USD.",,IMF,RES,datahelp@imf.org,,Q02,,"Commodities,Prices",EN,2026-04-06T22:23:09.980682300Z,2026-04-06T22:23:10.030322900Z,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",PUBLIC_OPEN,,PUB,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. Primary Commodity Price System (PCPS),  https://data.imf.org/en/datasets//IMF.RES:PCPS. Accessed on [current date].",,
IMF.RES:PCPS(9.0.0),G001,PCOAL,INDEX,M,,181.4849589145864,0,,,,,,,,,,R,,,"PCPS database includes 70+ commodities prices and indices covering energy, agriculture, and metals, with data available in annual, quarterly, and monthly frequencies dating back to the 1990s. Benchmark prices are sourced from various high-frequency channels and then converted to monthly averages from weekly or daily values (see technical documentation). Quarterly and annual frequencies are derived from these monthly averages. Aggregate price indices represent weighted averages of selected commodity price indices, derived from identified benchmark prices that reflect the global market. The weighting is determined based on global import shares (UNComTrade) over a three-year period (2014-2016) and normalized to 100 at 2016 price levels. All benchmark prices are denominated in USD.",,IMF,RES,datahelp@imf.org,,Q02,,"Commodities,Prices",EN,2026-04-06T22:23:09.980682300Z,2026-04-06T22:23:10.030322900Z,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",PUBLIC_OPEN,,PUB,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. Primary Commodity Price System (PCPS),  https://data.imf.org/en/datasets//IMF.RES:PCPS. Accessed on [current date].",,
IMF.RES:PCPS(9.0.0),G001,PCOAL,INDEX,M,,183.9071513020723,0,,,,,,,,,,R,,,"PCPS database includes 70+ commodities prices and indices covering energy, agriculture, and metals, with data available in annual, quarterly, and monthly frequencies dating back to the 1990s. Benchmark prices are sourced from various high-frequency channels and then converted to monthly averages from weekly or daily values (see technical documentation). Quarterly and annual frequencies are derived from these monthly averages. Aggregate price indices represent weighted averages of selected commodity price indices, derived from identified benchmark prices that reflect the global market. The weighting is determined based on global import shares (UNComTrade) over a three-year period (2014-2016) and normalized to 100 at 2016 price levels. All benchmark prices are denominated in USD.",,IMF,RES,datahelp@imf.org,,Q02,,"Commodities,Prices",EN,2026-04-06T22:23:09.980682300Z,2026-04-06T22:23:10.030322900Z,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",PUBLIC_OPEN,,PUB,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. Primary Commodity Price System (PCPS),  https://data.imf.org/en/datasets//IMF.RES:PCPS. Accessed on [current date].",,
IMF.RES:PCPS(9.0.0),G001,PCOAL,INDEX,M,,173.5586066080465,0,,,,,,,,,,R,,,"PCPS database includes 70+ commodities prices and indices covering energy, agriculture, and metals, with data available in annual, quarterly, and monthly frequencies dating back to the 1990s. Benchmark prices are sourced from various high-frequency channels and then converted to monthly averages from weekly or daily values (see technical documentation). Quarterly and annual frequencies are derived from these monthly averages. Aggregate price indices represent weighted averages of selected commodity price indices, derived from identified benchmark prices that reflect the global market. The weighting is determined based on global import shares (UNComTrade) over a three-year period (2014-2016) and normalized to 100 at 2016 price levels. All benchmark prices are denominated in USD.",,IMF,RES,datahelp@imf.org,,Q02,,"Commodities,Prices",EN,2026-04-06T22:23:09.980682300Z,2026-04-06T22:23:10.030322900Z,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",PUBLIC_OPEN,,PUB,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. Primary Commodity Price System (PCPS),  https://data.imf.org/en/datasets//IMF.RES:PCPS. Accessed on [current date].",,
IMF.RES:PCPS(9.0.0),G001,PCOAL,INDEX,M,,163.5133774948781,0,,,,,,,,,,R,,,"PCPS database includes 70+ commodities prices and indices covering energy, agriculture, and metals, with data available in annual, quarterly, and monthly frequencies dating back to the 1990s. Benchmark prices are sourced from various high-frequency channels and then converted to monthly averages from weekly or daily values (see technical documentation). Quarterly and annual frequencies are derived from these monthly averages. Aggregate price indices represent weighted averages of selected commodity price indices, derived from identified benchmark prices that reflect the global market. The weighting is determined based on global import shares (UNComTrade) over a three-year period (2014-2016) and normalized to 100 at 2016 price levels. All benchmark prices are denominated in USD.",,IMF,RES,datahelp@imf.org,,Q02,,"Commodities,Prices",EN,2026-04-06T22:23:09.980682300Z,2026-04-06T22:23:10.030322900Z,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",PUBLIC_OPEN,,PUB,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. Primary Commodity Price System (PCPS),  https://data.imf.org/en/datasets//IMF.RES:PCPS. Accessed on [current date].",,
IMF.RES:PCPS(9.0.0),G001,PCOAL,INDEX,M,,174.3200314533672,0,,,,,,,,,,R,,,"PCPS database includes 70+ commodities prices and indices covering energy, agriculture, and metals, with data available in annual, quarterly, and monthly frequencies dating back to the 1990s. Benchmark prices are sourced from various high-frequency channels and then converted to monthly averages from weekly or daily values (see technical documentation). Quarterly and annual frequencies are derived from these monthly averages. Aggregate price indices represent weighted averages of selected commodity price indices, derived from identified benchmark prices that reflect the global market. The weighting is determined based on global import shares (UNComTrade) over a three-year period (2014-2016) and normalized to 100 at 2016 price levels. All benchmark prices are denominated in USD.",,IMF,RES,datahelp@imf.org,,Q02,,"Commodities,Prices",EN,2026-04-06T22:23:09.980682300Z,2026-04-06T22:23:10.030322900Z,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",PUBLIC_OPEN,,PUB,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. Primary Commodity Price System (PCPS),  https://data.imf.org/en/datasets//IMF.RES:PCPS. Accessed on [current date].",,
IMF.RES:PCPS(9.0.0),G001,PCOAL,INDEX,M,,180.7323354737485,0,,,,,,,,,,R,,,"PCPS database includes 70+ commodities prices and indices covering energy, agriculture, and metals, with data available in annual, quarterly, and monthly frequencies dating back to the 1990s. Benchmark prices are sourced from various high-frequency channels and then converted to monthly averages from weekly or daily values (see technical documentation). Quarterly and annual frequencies are derived from these monthly averages. Aggregate price indices represent weighted averages of selected commodity price indices, derived from identified benchmark prices that reflect the global market. The weighting is determined based on global import shares (UNComTrade) over a three-year period (2014-2016) and normalized to 100 at 2016 price levels. All benchmark prices are denominated in USD.",,IMF,RES,datahelp@imf.org,,Q02,,"Commodities,Prices",EN,2026-04-06T22:23:09.980682300Z,2026-04-06T22:23:10.030322900Z,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",PUBLIC_OPEN,,PUB,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. Primary Commodity Price System (PCPS),  https://data.imf.org/en/datasets//IMF.RES:PCPS. Accessed on [current date].",,
IMF.RES:PCPS(9.0.0),G001,PCOAL,INDEX,M,,189.3698702917062,0,,,,,,,,,,R,,,"PCPS database includes 70+ commodities prices and indices covering energy, agriculture, and metals, with data available in annual, quarterly, and monthly frequencies dating back to the 1990s. Benchmark prices are sourced from various high-frequency channels and then converted to monthly averages from weekly or daily values (see technical documentation). Quarterly and annual frequencies are derived from these monthly averages. Aggregate price indices represent weighted averages of selected commodity price indices, derived from identified benchmark prices that reflect the global market. The weighting is determined based on global import shares (UNComTrade) over a three-year period (2014-2016) and normalized to 100 at 2016 price levels. All benchmark prices are denominated in USD.",,IMF,RES,datahelp@imf.org,,Q02,,"Commodities,Prices",EN,2026-04-06T22:23:09.980682300Z,2026-04-06T22:23:10.030322900Z,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",PUBLIC_OPEN,,PUB,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. Primary Commodity Price System (PCPS),  https://data.imf.org/en/datasets//IMF.RES:PCPS. Accessed on [current date].",,
IMF.RES:PCPS(9.0.0),G001,PCOAL,INDEX,M,,185.9186877874125,0,,,,,,,,,,R,,,"PCPS database includes 70+ commodities prices and indices covering energy, agriculture, and metals, with data available in annual, quarterly, and monthly frequencies dating back to the 1990s. Benchmark prices are sourced from various high-frequency channels and then converted to monthly averages from weekly or daily values (see technical documentation). Quarterly and annual frequencies are derived from these monthly averages. Aggregate price indices represent weighted averages of selected commodity price indices, derived from identified benchmark prices that reflect the global market. The weighting is determined based on global import shares (UNComTrade) over a three-year period (2014-2016) and normalized to 100 at 2016 price levels. All benchmark prices are denominated in USD.",,IMF,RES,datahelp@imf.org,,Q02,,"Commodities,Prices",EN,2026-04-06T22:23:09.980682300Z,2026-04-06T22:23:10.030322900Z,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",PUBLIC_OPEN,,PUB,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. Primary Commodity Price System (PCPS),  https://data.imf.org/en/datasets//IMF.RES:PCPS. Accessed on [current date].",,
IMF.RES:PCPS(9.0.0),G001,PCOAL,INDEX,M,,185.6069953059888,0,,,,,,,,,,R,,,"PCPS database includes 70+ commodities prices and indices covering energy, agriculture, and metals, with data available in annual, quarterly, and monthly frequencies dating back to the 1990s. Benchmark prices are sourced from various high-frequency channels and then converted to monthly averages from weekly or daily values (see technical documentation). Quarterly and annual frequencies are derived from these monthly averages. Aggregate price indices represent weighted averages of selected commodity price indices, derived from identified benchmark prices that reflect the global market. The weighting is determined based on global import shares (UNComTrade) over a three-year period (2014-2016) and normalized to 100 at 2016 price levels. All benchmark prices are denominated in USD.",,IMF,RES,datahelp@imf.org,,Q02,,"Commodities,Prices",EN,2026-04-06T22:23:09.980682300Z,2026-04-06T22:23:10.030322900Z,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",PUBLIC_OPEN,,PUB,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. Primary Commodity Price System (PCPS),  https://data.imf.org/en/datasets//IMF.RES:PCPS. Accessed on [current date].",,
IMF.RES:PCPS(9.0.0),G001,PCOAL,INDEX,M,,197.0661530764628,0,,,,,,,,,,R,,,"PCPS database includes 70+ commodities prices and indices covering energy, agriculture, and metals, with data available in annual, quarterly, and monthly frequencies dating back to the 1990s. Benchmark prices are sourced from various high-frequency channels and then converted to monthly averages from weekly or daily values (see technical documentation). Quarterly and annual frequencies are derived from these monthly averages. Aggregate price indices represent weighted averages of selected commodity price indices, derived from identified benchmark prices that reflect the global market. The weighting is determined based on global import shares (UNComTrade) over a three-year period (2014-2016) and normalized to 100 at 2016 price levels. All benchmark prices are denominated in USD.",,IMF,RES,datahelp@imf.org,,Q02,,"Commodities,Prices",EN,2026-04-06T22:23:09.980682300Z,2026-04-06T22:23:10.030322900Z,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",PUBLIC_OPEN,,PUB,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. Primary Commodity Price System (PCPS),  https://data.imf.org/en/datasets//IMF.RES:PCPS. Accessed on [current date].",,
IMF.RES:PCPS(9.0.0),G001,PCOAL,INDEX,M,,189.1328085061654,0,,,,,,,,,,R,,,"PCPS database includes 70+ commodities prices and indices covering energy, agriculture, and metals, with data available in annual, quarterly, and monthly frequencies dating back to the 1990s. Benchmark prices are sourced from various high-frequency channels and then converted to monthly averages from weekly or daily values (see technical documentation). Quarterly and annual frequencies are derived from these monthly averages. Aggregate price indices represent weighted averages of selected commodity price indices, derived from identified benchmark prices that reflect the global market. The weighting is determined based on global import shares (UNComTrade) over a three-year period (2014-2016) and normalized to 100 at 2016 price levels. All benchmark prices are denominated in USD.",,IMF,RES,datahelp@imf.org,,Q02,,"Commodities,Prices",EN,2026-04-06T22:23:09.980682300Z,2026-04-06T22:23:10.030322900Z,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",PUBLIC_OPEN,,PUB,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. Primary Commodity Price System (PCPS),  https://data.imf.org/en/datasets//IMF.RES:PCPS. Accessed on [current date].",,
IMF.RES:PCPS(9.0.0),G001,PCOAL,INDEX,M,,194.9329367009925,0,,,,,,,,,,R,,,"PCPS database includes 70+ commodities prices and indices covering energy, agriculture, and metals, with data available in annual, quarterly, and monthly frequencies dating back to the 1990s. Benchmark prices are sourced from various high-frequency channels and then converted to monthly averages from weekly or daily values (see technical documentation). Quarterly and annual frequencies are derived from these monthly averages. Aggregate price indices represent weighted averages of selected commodity price indices, derived from identified benchmark prices that reflect the global market. The weighting is determined based on global import shares (UNComTrade) over a three-year period (2014-2016) and normalized to 100 at 2016 price levels. All benchmark prices are denominated in USD.",,IMF,RES,datahelp@imf.org,,Q02,,"Commodities,Prices",EN,2026-04-06T22:23:09.980682300Z,2026-04-06T22:23:10.030322900Z,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",PUBLIC_OPEN,,PUB,,"""PCPS Technical Documentation: IMF Primary Commodity Price Index"", Jan 25, 2019, IMF Methodology Notes",,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. Primary Commodity Price System (PCPS),  https://data.imf.org/en/datasets//IMF.RES:PCPS. Accessed on [current date].",,
