DATAFLOW,LAST UPDATE,freq,unit,sex,age,citizen,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-64,TOTAL,FR,2002-01-01,4.5,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-64,TOTAL,HR,2002-01-01,,u,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-64,TOTAL,HU,2002-01-01,6.9,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-64,TOTAL,IE,2002-01-01,,u,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-64,TOTAL,IS,2002-01-01,,u,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-64,TOTAL,IT,2002-01-01,6.8,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-64,TOTAL,LT,2002-01-01,,bu,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-64,TOTAL,LU,2002-01-01,,u,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-64,TOTAL,LV,2002-01-01,,bu,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-64,TOTAL,MT,2002-01-01,,u,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-64,TOTAL,NL,2002-01-01,3.9,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-64,TOTAL,NO,2002-01-01,2.5,u,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-64,TOTAL,PL,2002-01-01,11.9,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-64,TOTAL,PT,2002-01-01,8.7,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-64,TOTAL,RO,2002-01-01,,u,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-64,TOTAL,SE,2002-01-01,7.3,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-64,TOTAL,SI,2002-01-01,6.2,u,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-64,TOTAL,SK,2002-01-01,6.5,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-64,TOTAL,UK,2002-01-01,5.6,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-74,TOTAL,AT,2002-01-01,,u,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-74,TOTAL,BE,2002-01-01,4.9,u,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-74,TOTAL,BG,2002-01-01,5.9,u,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-74,TOTAL,CH,2002-01-01,5.3,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-74,TOTAL,CY,2002-01-01,4.5,u,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-74,TOTAL,CZ,2002-01-01,14.9,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-74,TOTAL,DE,2002-01-01,5.0,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-74,TOTAL,DK,2002-01-01,6.2,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-74,TOTAL,EA21,2002-01-01,6.4,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-74,TOTAL,EE,2002-01-01,,u,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-74,TOTAL,EL,2002-01-01,7.2,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-74,TOTAL,ES,2002-01-01,12.3,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-74,TOTAL,EU27_2020,2002-01-01,7.2,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-74,TOTAL,FI,2002-01-01,5.6,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-74,TOTAL,FR,2002-01-01,4.5,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-74,TOTAL,HR,2002-01-01,,u,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-74,TOTAL,HU,2002-01-01,8.6,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-74,TOTAL,IE,2002-01-01,,u,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-74,TOTAL,IS,2002-01-01,,u,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-74,TOTAL,IT,2002-01-01,6.9,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-74,TOTAL,LT,2002-01-01,,bu,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-74,TOTAL,LU,2002-01-01,,u,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-74,TOTAL,LV,2002-01-01,,bu,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-74,TOTAL,MT,2002-01-01,,u,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-74,TOTAL,NL,2002-01-01,6.2,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-74,TOTAL,NO,2002-01-01,3.5,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-74,TOTAL,PL,2002-01-01,13.8,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-74,TOTAL,PT,2002-01-01,9.7,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-74,TOTAL,RO,2002-01-01,,u,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-74,TOTAL,SE,2002-01-01,9.9,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-74,TOTAL,SI,2002-01-01,9.7,u,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-74,TOTAL,SK,2002-01-01,9.0,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,M,Y55-74,TOTAL,UK,2002-01-01,7.0,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,TOTAL,AT,2002-01-01,35.0,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,TOTAL,BE,2002-01-01,27.4,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,TOTAL,BG,2002-01-01,12.9,u,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,TOTAL,CH,2002-01-01,48.9,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,TOTAL,CY,2002-01-01,12.0,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,TOTAL,CZ,2002-01-01,14.2,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,TOTAL,DE,2002-01-01,51.4,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,TOTAL,DK,2002-01-01,25.0,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,TOTAL,EA21,2002-01-01,44.0,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,TOTAL,EE,2002-01-01,,u,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,TOTAL,EL,2002-01-01,25.5,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,TOTAL,ES,2002-01-01,65.2,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,TOTAL,EU27_2020,2002-01-01,41.1,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,TOTAL,FI,2002-01-01,49.4,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,TOTAL,FR,2002-01-01,48.5,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,TOTAL,HR,2002-01-01,31.2,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,TOTAL,HU,2002-01-01,14.6,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,TOTAL,IE,2002-01-01,12.5,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,TOTAL,IS,2002-01-01,11.3,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,TOTAL,IT,2002-01-01,27.3,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,TOTAL,LT,2002-01-01,14.5,bu,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,TOTAL,LU,2002-01-01,16.6,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,TOTAL,LV,2002-01-01,21.0,b,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,TOTAL,MT,2002-01-01,8.8,u,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,TOTAL,NL,2002-01-01,36.4,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,TOTAL,NO,2002-01-01,29.6,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,TOTAL,PL,2002-01-01,45.1,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,TOTAL,PT,2002-01-01,46.2,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,TOTAL,RO,2002-01-01,2.8,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,TOTAL,SE,2002-01-01,51.3,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,TOTAL,SI,2002-01-01,52.9,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,TOTAL,SK,2002-01-01,10.7,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,TOTAL,UK,2002-01-01,12.0,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,TOTAL,AT,2002-01-01,21.6,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,TOTAL,BE,2002-01-01,18.1,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,TOTAL,BG,2002-01-01,9.7,u,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,TOTAL,CH,2002-01-01,32.3,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,TOTAL,CY,2002-01-01,11.6,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,TOTAL,CZ,2002-01-01,10.4,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,TOTAL,DE,2002-01-01,35.7,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,TOTAL,DK,2002-01-01,19.3,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,TOTAL,EA21,2002-01-01,32.1,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,TOTAL,EE,2002-01-01,,u,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,TOTAL,EL,2002-01-01,19.4,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,TOTAL,ES,2002-01-01,53.2,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,TOTAL,EU27_2020,2002-01-01,29.5,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,TOTAL,FI,2002-01-01,39.8,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,TOTAL,FR,2002-01-01,33.9,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,TOTAL,HR,2002-01-01,22.4,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,TOTAL,HU,2002-01-01,11.0,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,TOTAL,IE,2002-01-01,8.4,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,TOTAL,IS,2002-01-01,9.8,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,TOTAL,IT,2002-01-01,19.8,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,TOTAL,LT,2002-01-01,10.2,b,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,TOTAL,LU,2002-01-01,11.4,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,TOTAL,LV,2002-01-01,17.1,b,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,TOTAL,MT,2002-01-01,6.5,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,TOTAL,NL,2002-01-01,28.7,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,TOTAL,NO,2002-01-01,23.7,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,TOTAL,PL,2002-01-01,30.7,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,TOTAL,PT,2002-01-01,38.0,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,TOTAL,RO,2002-01-01,1.9,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,TOTAL,SE,2002-01-01,36.8,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,TOTAL,SI,2002-01-01,38.2,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,TOTAL,SK,2002-01-01,7.3,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,TOTAL,UK,2002-01-01,9.5,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,AT,2002-01-01,7.4,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,BE,2002-01-01,7.6,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,BG,2002-01-01,6.0,u,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,CH,2002-01-01,12.3,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,CY,2002-01-01,9.1,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,CZ,2002-01-01,7.5,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,DE,2002-01-01,12.0,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,DK,2002-01-01,8.9,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,EA21,2002-01-01,14.3,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,EE,2002-01-01,2.3,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,EL,2002-01-01,11.7,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,ES,2002-01-01,32.3,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,EU27_2020,2002-01-01,13.4,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,FI,2002-01-01,17.2,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,FR,2002-01-01,14.1,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,HR,2002-01-01,10.0,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,HU,2002-01-01,7.3,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,IE,2002-01-01,4.9,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,IS,2002-01-01,5.4,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,IT,2002-01-01,9.9,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,LT,2002-01-01,7.6,b,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,LU,2002-01-01,4.3,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,LV,2002-01-01,11.1,b,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,MT,2002-01-01,4.1,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,NL,2002-01-01,14.2,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,NO,2002-01-01,10.3,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,PL,2002-01-01,15.4,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,PT,2002-01-01,21.7,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,RO,2002-01-01,0.9,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,SE,2002-01-01,15.3,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,SI,2002-01-01,14.6,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,SK,2002-01-01,4.6,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-64,TOTAL,UK,2002-01-01,6.0,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,AT,2002-01-01,7.4,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,BE,2002-01-01,7.6,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,BG,2002-01-01,6.1,u,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,CH,2002-01-01,12.2,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,CY,2002-01-01,9.1,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,CZ,2002-01-01,8.2,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,DE,2002-01-01,12.0,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,DK,2002-01-01,8.9,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,EA21,2002-01-01,14.3,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,EE,2002-01-01,2.3,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,EL,2002-01-01,11.7,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,ES,2002-01-01,32.2,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,EU27_2020,2002-01-01,13.5,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,FI,2002-01-01,17.3,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,FR,2002-01-01,14.1,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,HR,2002-01-01,10.0,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,HU,2002-01-01,7.5,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,IE,2002-01-01,4.9,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,IS,2002-01-01,5.4,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,IT,2002-01-01,9.9,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,LT,2002-01-01,7.5,b,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,LU,2002-01-01,4.3,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,LV,2002-01-01,11.0,b,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,MT,2002-01-01,4.2,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,NL,2002-01-01,14.3,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,NO,2002-01-01,10.3,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,PL,2002-01-01,15.5,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,PT,2002-01-01,21.6,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,RO,2002-01-01,0.9,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,SE,2002-01-01,15.7,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,SI,2002-01-01,14.7,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,SK,2002-01-01,4.8,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y15-74,TOTAL,UK,2002-01-01,6.2,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,AT,2002-01-01,3.8,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,BE,2002-01-01,7.0,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,BG,2002-01-01,5.9,u,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,CH,2002-01-01,7.6,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,CY,2002-01-01,9.2,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,CZ,2002-01-01,7.2,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,DE,2002-01-01,9.3,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,DK,2002-01-01,7.9,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,EA21,2002-01-01,12.8,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,EE,2002-01-01,2.2,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,EL,2002-01-01,11.4,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,ES,2002-01-01,31.1,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,EU27_2020,2002-01-01,12.1,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,FI,2002-01-01,15.5,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,FR,2002-01-01,13.0,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,HR,2002-01-01,9.4,,
ESTAT:LFSA_ETPGAN(1.0),17/04/26 11:00:00,A,PC,T,Y20-64,TOTAL,HU,2002-01-01,7.2,,
