DATAFLOW,LAST UPDATE,freq,nace_r2,sizeclas,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,GE10,AVG_A,ES,2015-01-01,0.2,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,GE10,AVG_A,FI,2015-01-01,1.1,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,GE10,AVG_A,FR,2015-01-01,0.5,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,GE10,AVG_A,HR,2015-01-01,0.6,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,GE10,AVG_A,HU,2015-01-01,1.8,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,GE10,AVG_A,IE,2015-01-01,0.6,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,GE10,AVG_A,IT,2015-01-01,0.6,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,GE10,AVG_A,LT,2015-01-01,1.3,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,GE10,AVG_A,LU,2015-01-01,0.7,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,GE10,AVG_A,LV,2015-01-01,2.1,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,GE10,AVG_A,MT,2015-01-01,0.6,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,GE10,AVG_A,NO,2015-01-01,0.9,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,GE10,AVG_A,PL,2015-01-01,0.5,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,GE10,AVG_A,PT,2015-01-01,0.5,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,GE10,AVG_A,RO,2015-01-01,1.2,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,GE10,AVG_A,SE,2015-01-01,1.2,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,GE10,AVG_A,SI,2015-01-01,0.9,b,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,GE10,AVG_A,SK,2015-01-01,0.7,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,GE10,AVG_A,TR,2015-01-01,2.0,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_3Y,AT,2015-01-01,1.2,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_3Y,BE,2015-01-01,1.5,b,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_3Y,BG,2015-01-01,0.6,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_3Y,CH,2015-01-01,1.3,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_3Y,CY,2015-01-01,0.6,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_3Y,CZ,2015-01-01,1.1,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_3Y,DE,2015-01-01,1.2,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_3Y,DK,2015-01-01,1.1,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_3Y,EA20,2015-01-01,0.9,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_3Y,EA21,2015-01-01,0.9,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_3Y,EE,2015-01-01,1.3,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_3Y,EL,2015-01-01,,,C
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_3Y,ES,2015-01-01,0.3,b,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_3Y,EU27_2020,2015-01-01,0.9,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_3Y,FI,2015-01-01,1.2,b,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_3Y,FR,2015-01-01,0.6,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_3Y,HR,2015-01-01,0.5,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_3Y,HU,2015-01-01,1.4,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_3Y,IE,2015-01-01,0.6,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_3Y,LT,2015-01-01,1.2,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_3Y,LU,2015-01-01,0.5,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_3Y,LV,2015-01-01,1.8,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_3Y,MK,2015-01-01,1.6,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_3Y,NL,2015-01-01,1.5,p,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_3Y,NO,2015-01-01,1.4,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_3Y,PL,2015-01-01,0.5,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_3Y,PT,2015-01-01,0.4,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_3Y,RO,2015-01-01,1.0,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_3Y,SE,2015-01-01,1.2,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_3Y,SI,2015-01-01,0.9,b,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_3Y,SK,2015-01-01,0.7,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_3Y,UK,2015-01-01,1.9,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_A,AT,2015-01-01,1.4,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_A,BE,2015-01-01,1.6,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_A,BG,2015-01-01,0.8,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_A,CH,2015-01-01,1.1,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_A,CY,2015-01-01,0.6,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_A,CZ,2015-01-01,1.7,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_A,DE,2015-01-01,1.3,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_A,DK,2015-01-01,1.1,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_A,EA20,2015-01-01,1.0,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_A,EA21,2015-01-01,1.0,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_A,EE,2015-01-01,1.2,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_A,EL,2015-01-01,0.9,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_A,ES,2015-01-01,0.3,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_A,EU27_2020,2015-01-01,1.0,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_A,FI,2015-01-01,1.2,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_A,FR,2015-01-01,0.7,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_A,HR,2015-01-01,0.6,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_A,HU,2015-01-01,1.8,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_A,IE,2015-01-01,0.6,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_A,LT,2015-01-01,1.3,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_A,LU,2015-01-01,0.6,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_A,LV,2015-01-01,2.0,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_A,MK,2015-01-01,1.7,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_A,NL,2015-01-01,1.7,p,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_A,NO,2015-01-01,0.9,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_A,PL,2015-01-01,0.6,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_A,PT,2015-01-01,0.5,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_A,RO,2015-01-01,1.1,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_A,SE,2015-01-01,1.3,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_A,SI,2015-01-01,1.1,b,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_A,SK,2015-01-01,0.8,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-E,TOTAL,AVG_A,UK,2015-01-01,2.0,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_3Y,BE,2015-01-01,1.5,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_3Y,BG,2015-01-01,0.6,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_3Y,CY,2015-01-01,0.5,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_3Y,CZ,2015-01-01,1.1,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_3Y,DE,2015-01-01,1.3,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_3Y,DK,2015-01-01,1.0,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_3Y,EE,2015-01-01,1.2,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_3Y,ES,2015-01-01,0.2,b,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_3Y,FI,2015-01-01,1.1,b,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_3Y,FR,2015-01-01,0.5,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_3Y,HR,2015-01-01,0.5,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_3Y,HU,2015-01-01,1.4,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_3Y,IE,2015-01-01,0.6,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_3Y,IT,2015-01-01,0.5,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_3Y,LT,2015-01-01,1.1,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_3Y,LU,2015-01-01,0.4,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_3Y,LV,2015-01-01,1.9,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_3Y,MT,2015-01-01,0.5,b,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_3Y,NO,2015-01-01,1.5,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_3Y,PL,2015-01-01,0.4,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_3Y,PT,2015-01-01,0.4,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_3Y,RO,2015-01-01,0.9,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_3Y,SE,2015-01-01,1.1,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_3Y,SI,2015-01-01,0.9,b,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_3Y,SK,2015-01-01,0.6,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_A,BE,2015-01-01,1.6,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_A,BG,2015-01-01,0.7,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_A,CY,2015-01-01,0.5,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_A,CZ,2015-01-01,1.7,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_A,DE,2015-01-01,1.3,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_A,DK,2015-01-01,1.2,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_A,EE,2015-01-01,1.0,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_A,EL,2015-01-01,0.5,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_A,ES,2015-01-01,0.2,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_A,FI,2015-01-01,1.2,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_A,FR,2015-01-01,0.5,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_A,HR,2015-01-01,0.6,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_A,HU,2015-01-01,1.7,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_A,IE,2015-01-01,0.6,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_A,IT,2015-01-01,0.6,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_A,LT,2015-01-01,1.2,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_A,LU,2015-01-01,0.6,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_A,LV,2015-01-01,1.9,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_A,MT,2015-01-01,0.6,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_A,NO,2015-01-01,1.2,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_A,PL,2015-01-01,0.5,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_A,PT,2015-01-01,0.5,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_A,RO,2015-01-01,1.0,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_A,SE,2015-01-01,1.3,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_A,SI,2015-01-01,1.1,b,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_A,SK,2015-01-01,0.7,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,GE10,AVG_A,TR,2015-01-01,1.8,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_3Y,AT,2015-01-01,1.4,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_3Y,BE,2015-01-01,1.7,b,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_3Y,BG,2015-01-01,0.6,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_3Y,CH,2015-01-01,1.2,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_3Y,CY,2015-01-01,0.5,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_3Y,CZ,2015-01-01,1.2,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_3Y,DE,2015-01-01,1.6,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_3Y,DK,2015-01-01,1.1,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_3Y,EA20,2015-01-01,1.1,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_3Y,EA21,2015-01-01,1.1,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_3Y,EE,2015-01-01,1.2,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_3Y,EL,2015-01-01,1.1,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_3Y,ES,2015-01-01,0.3,b,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_3Y,EU27_2020,2015-01-01,1.0,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_3Y,FI,2015-01-01,1.2,b,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_3Y,FR,2015-01-01,0.7,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_3Y,HR,2015-01-01,0.6,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_3Y,HU,2015-01-01,1.4,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_3Y,IE,2015-01-01,0.5,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_3Y,LT,2015-01-01,1.1,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_3Y,LU,2015-01-01,0.5,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_3Y,LV,2015-01-01,1.8,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_3Y,MK,2015-01-01,1.7,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_3Y,NL,2015-01-01,1.5,p,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_3Y,NO,2015-01-01,1.6,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_3Y,PL,2015-01-01,0.5,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_3Y,PT,2015-01-01,0.4,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_3Y,RO,2015-01-01,0.8,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_3Y,SE,2015-01-01,1.2,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_3Y,SI,2015-01-01,1.3,b,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_3Y,SK,2015-01-01,0.6,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_3Y,UK,2015-01-01,1.7,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_A,AT,2015-01-01,1.6,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_A,BE,2015-01-01,1.9,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_A,BG,2015-01-01,0.7,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_A,CH,2015-01-01,1.0,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_A,CY,2015-01-01,0.6,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_A,CZ,2015-01-01,2.0,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_A,DE,2015-01-01,1.7,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_A,DK,2015-01-01,1.2,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_A,EA20,2015-01-01,1.2,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_A,EA21,2015-01-01,1.1,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_A,EE,2015-01-01,1.0,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_A,EL,2015-01-01,0.7,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_A,ES,2015-01-01,0.3,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_A,EU27_2020,2015-01-01,1.1,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_A,FI,2015-01-01,1.3,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_A,FR,2015-01-01,0.7,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_A,HR,2015-01-01,0.8,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_A,HU,2015-01-01,1.7,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_A,IE,2015-01-01,0.6,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_A,LT,2015-01-01,1.2,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_A,LU,2015-01-01,0.6,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_A,LV,2015-01-01,1.8,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_A,MK,2015-01-01,1.8,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_A,NL,2015-01-01,1.7,p,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_A,NO,2015-01-01,1.3,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_A,PL,2015-01-01,0.7,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_A,PT,2015-01-01,0.5,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_A,RO,2015-01-01,1.0,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_A,SE,2015-01-01,1.3,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_A,SI,2015-01-01,1.6,b,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_A,SK,2015-01-01,0.7,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-F,TOTAL,AVG_A,UK,2015-01-01,1.9,,
ESTAT:JVS_A_RATE_R2(1.0),20/03/26 23:00:00,A,B-N,GE10,AVG_3Y,BE,2015-01-01,2.5,,
