DATAFLOW,LAST UPDATE,freq,unit,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE15,TR,2007-01-01,11.5,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE15,UK,2007-01-01,17.4,b,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE25,AT,2007-01-01,14.6,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE25,BE,2007-01-01,17.3,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE25,BG,2007-01-01,58.6,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE25,CH,2007-01-01,7.0,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE25,CY,2007-01-01,26.0,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE25,CZ,2007-01-01,8.7,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE25,DE,2007-01-01,36.9,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE25,DK,2007-01-01,13.1,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE25,EA21,2007-01-01,31.5,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE25,EE,2007-01-01,17.2,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE25,EL,2007-01-01,44.2,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE25,ES,2007-01-01,35.0,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE25,EU27_2020,2007-01-01,31.1,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE25,FI,2007-01-01,22.6,b,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE25,FR,2007-01-01,34.8,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE25,HR,2007-01-01,24.3,b,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE25,HU,2007-01-01,22.6,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE25,IE,2007-01-01,23.7,b,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE25,IS,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE25,IT,2007-01-01,49.4,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE25,LT,2007-01-01,27.5,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE25,LU,2007-01-01,,bu,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE25,LV,2007-01-01,30.1,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE25,MK,2007-01-01,51.0,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE25,MT,2007-01-01,23.9,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE25,NL,2007-01-01,8.0,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE25,NO,2007-01-01,13.3,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE25,PL,2007-01-01,21.1,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE25,PT,2007-01-01,17.1,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE25,RO,2007-01-01,53.8,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE25,SE,2007-01-01,19.8,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE25,SI,2007-01-01,4.5,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE25,SK,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE25,TR,2007-01-01,11.5,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE25,UK,2007-01-01,18.0,b,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE50,AT,2007-01-01,6.8,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE50,BE,2007-01-01,6.9,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE50,BG,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE50,CH,2007-01-01,4.6,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE50,CY,2007-01-01,9.3,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE50,CZ,2007-01-01,4.8,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE50,DE,2007-01-01,26.1,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE50,DK,2007-01-01,8.8,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE50,EA21,2007-01-01,18.8,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE50,EE,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE50,EL,2007-01-01,22.8,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE50,ES,2007-01-01,21.8,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE50,EU27_2020,2007-01-01,17.1,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE50,FI,2007-01-01,15.2,b,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE50,FR,2007-01-01,23.2,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE50,HR,2007-01-01,10.8,bu,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE50,HU,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE50,IE,2007-01-01,18.3,b,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE50,IS,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE50,IT,2007-01-01,27.3,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE50,LT,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE50,LU,2007-01-01,,bu,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE50,LV,2007-01-01,21.3,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE50,MK,2007-01-01,33.9,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE50,MT,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE50,NL,2007-01-01,4.9,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE50,NO,2007-01-01,8.4,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE50,PL,2007-01-01,7.7,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE50,PT,2007-01-01,7.3,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE50,RO,2007-01-01,24.6,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE50,SE,2007-01-01,9.2,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE50,SI,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE50,SK,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE50,TR,2007-01-01,4.1,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE50,UK,2007-01-01,8.9,b,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE65,AT,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE65,BE,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE65,BG,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE65,CH,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE65,CY,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE65,CZ,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE65,DE,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE65,DK,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE65,EA21,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE65,EE,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE65,EL,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE65,ES,2007-01-01,9.6,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE65,EU27_2020,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE65,FI,2007-01-01,,bu,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE65,FR,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE65,HR,2007-01-01,,bu,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE65,HU,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE65,IE,2007-01-01,,bu,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE65,IS,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE65,IT,2007-01-01,6.1,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE65,LT,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE65,LV,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE65,MK,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE65,MT,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE65,NL,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE65,NO,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE65,PL,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE65,PT,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE65,RO,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE65,SE,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE65,SI,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE65,SK,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE65,TR,2007-01-01,1.1,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE65,UK,2007-01-01,,bu,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE75,AT,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE75,BE,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE75,BG,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE75,CH,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE75,CY,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE75,CZ,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE75,DE,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE75,EA21,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE75,EL,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE75,ES,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE75,EU27_2020,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE75,FR,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE75,HR,2007-01-01,,bu,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE75,IE,2007-01-01,,bu,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE75,IT,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE75,LT,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE75,MK,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE75,MT,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE75,NL,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE75,PL,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE75,PT,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE75,SI,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE75,SK,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE75,TR,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,M,Y_GE75,UK,2007-01-01,,bu,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-19,AT,2007-01-01,15.2,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-19,BE,2007-01-01,14.6,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-19,BG,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-19,CH,2007-01-01,6.9,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-19,CY,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-19,CZ,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-19,DE,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-19,DK,2007-01-01,4.2,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-19,EA21,2007-01-01,11.8,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-19,EE,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-19,EL,2007-01-01,23.1,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-19,ES,2007-01-01,27.1,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-19,EU27_2020,2007-01-01,12.9,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-19,FI,2007-01-01,12.0,b,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-19,FR,2007-01-01,28.3,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-19,HR,2007-01-01,,bu,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-19,HU,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-19,IE,2007-01-01,6.4,b,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-19,IS,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-19,IT,2007-01-01,39.1,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-19,LT,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-19,LU,2007-01-01,,bu,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-19,LV,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-19,MK,2007-01-01,25.7,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-19,MT,2007-01-01,32.9,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-19,NL,2007-01-01,1.7,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-19,NO,2007-01-01,4.4,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-19,PL,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-19,PT,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-19,RO,2007-01-01,61.9,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-19,SE,2007-01-01,25.3,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-19,SI,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-19,SK,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-19,TR,2007-01-01,5.4,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-19,UK,2007-01-01,10.3,b,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,AT,2007-01-01,19.6,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,BE,2007-01-01,36.6,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,BG,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,CH,2007-01-01,8.8,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,CY,2007-01-01,37.8,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,CZ,2007-01-01,12.4,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,DE,2007-01-01,24.6,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,DK,2007-01-01,7.7,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,EA21,2007-01-01,25.2,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,EE,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,EL,2007-01-01,43.6,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,ES,2007-01-01,31.0,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,EU27_2020,2007-01-01,25.6,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,FI,2007-01-01,17.0,b,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,FR,2007-01-01,41.9,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,HR,2007-01-01,27.8,bu,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,HU,2007-01-01,40.0,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,IE,2007-01-01,11.1,b,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,IS,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,IT,2007-01-01,51.3,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,LT,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,LU,2007-01-01,,bu,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,LV,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,MK,2007-01-01,50.2,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,MT,2007-01-01,31.0,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,NL,2007-01-01,5.6,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,NO,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,PL,2007-01-01,16.6,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,PT,2007-01-01,43.7,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,RO,2007-01-01,67.1,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,SE,2007-01-01,39.9,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,SI,2007-01-01,2.3,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,SK,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,TR,2007-01-01,6.8,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-24,UK,2007-01-01,15.7,b,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,AT,2007-01-01,18.9,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,BE,2007-01-01,33.0,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,BG,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,CH,2007-01-01,10.8,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,CY,2007-01-01,51.2,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,CZ,2007-01-01,13.6,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,DE,2007-01-01,25.9,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,DK,2007-01-01,10.0,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,EA21,2007-01-01,29.4,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,EE,2007-01-01,,u,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,EL,2007-01-01,52.4,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,ES,2007-01-01,34.5,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,EU27_2020,2007-01-01,29.7,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,FI,2007-01-01,18.4,b,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,FR,2007-01-01,44.7,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,HR,2007-01-01,35.0,bu,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,HU,2007-01-01,37.2,,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,IE,2007-01-01,12.3,b,
ESTAT:LFSA_EPPGAI(1.0),17/04/26 11:00:00,A,PC,T,Y15-29,IS,2007-01-01,,u,
