DATAFLOW,LAST UPDATE,freq,frequenc,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y25-64,PC,HU,2007-01-01,96.4,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y25-64,PC,LT,2007-01-01,98.6,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y25-64,PC,LV,2007-01-01,97.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y25-64,PC,MT,2007-01-01,82.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y25-64,PC,PL,2007-01-01,97.9,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y25-64,PC,PT,2007-01-01,86.7,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y25-64,PC,RO,2007-01-01,92.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y25-64,PC,SI,2007-01-01,97.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y25-64,PC,SK,2007-01-01,99.4,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y25-64,PC,TR,2007-01-01,76.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y35-44,PC,AT,2007-01-01,96.8,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y35-44,PC,BE,2007-01-01,89.6,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y35-44,PC,BG,2007-01-01,89.9,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y35-44,PC,CY,2007-01-01,91.7,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y35-44,PC,CZ,2007-01-01,96.6,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y35-44,PC,DE,2007-01-01,90.9,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y35-44,PC,EE,2007-01-01,97.6,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y35-44,PC,EL,2007-01-01,88.5,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y35-44,PC,ES,2007-01-01,89.4,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y35-44,PC,FI,2007-01-01,98.8,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y35-44,PC,HR,2007-01-01,96.5,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y35-44,PC,HU,2007-01-01,97.2,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y35-44,PC,LT,2007-01-01,98.5,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y35-44,PC,LV,2007-01-01,97.6,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y35-44,PC,MT,2007-01-01,83.4,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y35-44,PC,PL,2007-01-01,98.2,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y35-44,PC,PT,2007-01-01,88.4,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y35-44,PC,RO,2007-01-01,94.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y35-44,PC,SI,2007-01-01,97.6,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y35-44,PC,SK,2007-01-01,99.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y35-44,PC,TR,2007-01-01,79.4,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y35-54,PC,AT,2007-01-01,97.0,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y35-54,PC,BE,2007-01-01,88.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y35-54,PC,BG,2007-01-01,89.4,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y35-54,PC,CY,2007-01-01,91.8,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y35-54,PC,CZ,2007-01-01,96.8,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y35-54,PC,DE,2007-01-01,92.6,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y35-54,PC,EE,2007-01-01,98.2,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y35-54,PC,EL,2007-01-01,87.7,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y35-54,PC,ES,2007-01-01,89.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y35-54,PC,FI,2007-01-01,99.1,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y35-54,PC,HR,2007-01-01,95.6,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y35-54,PC,HU,2007-01-01,96.5,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y35-54,PC,LT,2007-01-01,98.9,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y35-54,PC,LV,2007-01-01,97.6,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y35-54,PC,MT,2007-01-01,82.2,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y35-54,PC,PL,2007-01-01,98.0,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y35-54,PC,PT,2007-01-01,86.8,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y35-54,PC,RO,2007-01-01,93.5,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y35-54,PC,SI,2007-01-01,97.5,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y35-54,PC,SK,2007-01-01,99.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y35-54,PC,TR,2007-01-01,76.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y45-54,PC,AT,2007-01-01,97.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y45-54,PC,BE,2007-01-01,87.1,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y45-54,PC,BG,2007-01-01,88.9,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y45-54,PC,CY,2007-01-01,91.9,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y45-54,PC,CZ,2007-01-01,97.0,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y45-54,PC,DE,2007-01-01,94.5,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y45-54,PC,EE,2007-01-01,98.9,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y45-54,PC,EL,2007-01-01,86.8,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y45-54,PC,ES,2007-01-01,89.2,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y45-54,PC,FI,2007-01-01,99.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y45-54,PC,HR,2007-01-01,94.7,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y45-54,PC,HU,2007-01-01,95.9,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y45-54,PC,LT,2007-01-01,99.2,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y45-54,PC,LV,2007-01-01,97.6,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y45-54,PC,MT,2007-01-01,81.2,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y45-54,PC,PL,2007-01-01,97.9,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y45-54,PC,PT,2007-01-01,85.2,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y45-54,PC,RO,2007-01-01,92.7,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y45-54,PC,SI,2007-01-01,97.5,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y45-54,PC,SK,2007-01-01,99.4,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y45-54,PC,TR,2007-01-01,72.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y45-64,PC,AT,2007-01-01,97.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y45-64,PC,BE,2007-01-01,87.9,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y45-64,PC,BG,2007-01-01,89.6,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y45-64,PC,CY,2007-01-01,90.8,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y45-64,PC,CZ,2007-01-01,97.0,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y45-64,PC,DE,2007-01-01,94.8,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y45-64,PC,EE,2007-01-01,98.6,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y45-64,PC,EL,2007-01-01,83.0,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y45-64,PC,ES,2007-01-01,87.5,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y45-64,PC,FI,2007-01-01,99.5,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y45-64,PC,HR,2007-01-01,93.1,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y45-64,PC,HU,2007-01-01,95.9,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y45-64,PC,LT,2007-01-01,98.7,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y45-64,PC,LV,2007-01-01,97.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y45-64,PC,MT,2007-01-01,79.2,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y45-64,PC,PL,2007-01-01,97.7,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y45-64,PC,PT,2007-01-01,83.1,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y45-64,PC,RO,2007-01-01,91.1,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y45-64,PC,SI,2007-01-01,97.2,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y45-64,PC,SK,2007-01-01,99.2,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y45-64,PC,TR,2007-01-01,67.5,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y55-64,PC,AT,2007-01-01,97.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y55-64,PC,BE,2007-01-01,88.8,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y55-64,PC,BG,2007-01-01,90.5,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y55-64,PC,CY,2007-01-01,89.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y55-64,PC,CZ,2007-01-01,97.0,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y55-64,PC,DE,2007-01-01,95.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y55-64,PC,EE,2007-01-01,98.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y55-64,PC,EL,2007-01-01,78.5,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y55-64,PC,ES,2007-01-01,85.5,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y55-64,PC,FI,2007-01-01,99.6,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y55-64,PC,HR,2007-01-01,90.9,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y55-64,PC,HU,2007-01-01,96.0,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y55-64,PC,LT,2007-01-01,98.0,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y55-64,PC,LV,2007-01-01,96.9,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y55-64,PC,MT,2007-01-01,77.1,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y55-64,PC,PL,2007-01-01,97.4,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y55-64,PC,PT,2007-01-01,80.7,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y55-64,PC,RO,2007-01-01,89.4,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y55-64,PC,SI,2007-01-01,96.8,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y55-64,PC,SK,2007-01-01,99.0,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1,Y55-64,PC,TR,2007-01-01,59.9,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-34,PC,AT,2007-01-01,2.8,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-34,PC,BE,2007-01-01,11.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-34,PC,BG,2007-01-01,5.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-34,PC,CY,2007-01-01,8.2,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-34,PC,CZ,2007-01-01,11.1,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-34,PC,EE,2007-01-01,3.1,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-34,PC,EL,2007-01-01,8.6,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-34,PC,ES,2007-01-01,6.6,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-34,PC,FI,2007-01-01,1.9,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-34,PC,HR,2007-01-01,,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-34,PC,HU,2007-01-01,4.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-34,PC,LT,2007-01-01,2.9,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-34,PC,LV,2007-01-01,4.9,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-34,PC,MT,2007-01-01,9.7,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-34,PC,PL,2007-01-01,7.9,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-34,PC,PT,2007-01-01,7.2,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-34,PC,RO,2007-01-01,11.7,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-34,PC,SI,2007-01-01,4.3,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-34,PC,SK,2007-01-01,3.2,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-34,PC,TR,2007-01-01,7.0,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-44,PC,AT,2007-01-01,2.8,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-44,PC,BE,2007-01-01,9.9,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-44,PC,BG,2007-01-01,5.1,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-44,PC,CY,2007-01-01,7.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-44,PC,CZ,2007-01-01,9.2,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-44,PC,EE,2007-01-01,3.0,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-44,PC,EL,2007-01-01,8.5,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-44,PC,ES,2007-01-01,6.7,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-44,PC,FI,2007-01-01,1.5,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-44,PC,HR,2007-01-01,3.8,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-44,PC,HU,2007-01-01,4.4,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-44,PC,LT,2007-01-01,2.6,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-44,PC,LV,2007-01-01,4.5,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-44,PC,MT,2007-01-01,8.1,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-44,PC,PL,2007-01-01,6.8,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-44,PC,PT,2007-01-01,7.5,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-44,PC,RO,2007-01-01,12.0,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-44,PC,SI,2007-01-01,3.5,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-44,PC,SK,2007-01-01,3.1,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-44,PC,TR,2007-01-01,7.1,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-64,PC,AT,2007-01-01,2.2,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-64,PC,BE,2007-01-01,7.9,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-64,PC,BG,2007-01-01,5.1,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-64,PC,CY,2007-01-01,7.0,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-64,PC,CZ,2007-01-01,7.9,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-64,PC,EE,2007-01-01,2.8,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-64,PC,EL,2007-01-01,8.8,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-64,PC,ES,2007-01-01,6.4,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-64,PC,FI,2007-01-01,1.1,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-64,PC,HR,2007-01-01,5.0,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-64,PC,HU,2007-01-01,4.0,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-64,PC,LT,2007-01-01,2.7,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-64,PC,LV,2007-01-01,4.0,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-64,PC,MT,2007-01-01,6.9,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-64,PC,PL,2007-01-01,6.4,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-64,PC,PT,2007-01-01,7.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-64,PC,RO,2007-01-01,11.6,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-64,PC,SI,2007-01-01,3.1,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-64,PC,SK,2007-01-01,2.9,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y25-64,PC,TR,2007-01-01,6.8,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y35-44,PC,AT,2007-01-01,2.9,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y35-44,PC,BE,2007-01-01,8.7,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y35-44,PC,BG,2007-01-01,4.9,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y35-44,PC,CY,2007-01-01,6.2,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y35-44,PC,CZ,2007-01-01,7.2,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y35-44,PC,EE,2007-01-01,2.8,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y35-44,PC,EL,2007-01-01,8.4,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y35-44,PC,ES,2007-01-01,6.8,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y35-44,PC,FI,2007-01-01,,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y35-44,PC,HR,2007-01-01,4.2,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y35-44,PC,HU,2007-01-01,4.5,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y35-44,PC,LT,2007-01-01,2.4,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y35-44,PC,LV,2007-01-01,4.2,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y35-44,PC,MT,2007-01-01,6.4,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y35-44,PC,PL,2007-01-01,5.5,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y35-44,PC,PT,2007-01-01,7.8,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y35-44,PC,RO,2007-01-01,12.2,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y35-44,PC,SI,2007-01-01,2.8,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y35-44,PC,SK,2007-01-01,3.0,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y35-44,PC,TR,2007-01-01,7.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y35-54,PC,AT,2007-01-01,2.5,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y35-54,PC,BE,2007-01-01,8.0,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y35-54,PC,BG,2007-01-01,4.9,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y35-54,PC,CY,2007-01-01,6.2,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y35-54,PC,CZ,2007-01-01,7.4,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y35-54,PC,EE,2007-01-01,2.5,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y35-54,PC,EL,2007-01-01,8.6,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y35-54,PC,ES,2007-01-01,6.2,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y35-54,PC,FI,2007-01-01,,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y35-54,PC,HR,2007-01-01,5.6,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y35-54,PC,HU,2007-01-01,4.1,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y35-54,PC,LT,2007-01-01,2.5,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y35-54,PC,LV,2007-01-01,4.0,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y35-54,PC,MT,2007-01-01,6.2,u,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y35-54,PC,PL,2007-01-01,5.7,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y35-54,PC,PT,2007-01-01,7.3,,
ESTAT:CULT_PCS_NWA(1.0),25/02/16 23:00:00,A,GE1M,Y35-54,PC,RO,2007-01-01,11.5,,
